2020-10-05 21:11:13,792 SSD INFO: Using 1 GPUs
2020-10-05 21:11:13,792 SSD INFO: Namespace(config_file='configs/vgg_ssd300_voc0712.yaml', distributed=False, eval_step=2500, local_rank=0, log_step=10, num_gpus=1, opts=[], save_step=2500, skip_test=False, use_tensorboard=True)
2020-10-05 21:11:13,792 SSD INFO: Loaded configuration file configs/vgg_ssd300_voc0712.yaml
2020-10-05 21:11:13,792 SSD INFO: 
MODEL:
  NUM_CLASSES: 6 #NUM_CLASSES: 21 **modify-ganyongdong-2020.10.5
INPUT:
  IMAGE_SIZE: 300
DATASETS:
  TRAIN: ("voc_2007_trainval", ) ## TRAIN: ("voc_2007_trainval", "voc_2012_trainval") **modify-ganyongdong-2020.10.5
  TEST: ("voc_2007_test", )
SOLVER:
  MAX_ITER: 120000
  LR_STEPS: [80000, 100000]
  GAMMA: 0.1
  BATCH_SIZE: 32
  LR: 1e-3

OUTPUT_DIR: 'outputs/vgg_ssd300_voc0712'
2020-10-05 21:11:13,792 SSD INFO: Running with config:
DATASETS:
  TEST: ('voc_2007_test',)
  TRAIN: ('voc_2007_trainval',)
DATA_LOADER:
  NUM_WORKERS: 8
  PIN_MEMORY: True
INPUT:
  IMAGE_SIZE: 300
  PIXEL_MEAN: [123, 117, 104]
MODEL:
  BACKBONE:
    NAME: vgg
    OUT_CHANNELS: (512, 1024, 512, 256, 256, 256)
    PRETRAINED: True
  BOX_HEAD:
    NAME: SSDBoxHead
    PREDICTOR: SSDBoxPredictor
  CENTER_VARIANCE: 0.1
  DEVICE: cuda
  META_ARCHITECTURE: SSDDetector
  NEG_POS_RATIO: 3
  NUM_CLASSES: 6
  PRIORS:
    ASPECT_RATIOS: [[2], [2, 3], [2, 3], [2, 3], [2], [2]]
    BOXES_PER_LOCATION: [4, 6, 6, 6, 4, 4]
    CLIP: True
    FEATURE_MAPS: [38, 19, 10, 5, 3, 1]
    MAX_SIZES: [60, 111, 162, 213, 264, 315]
    MIN_SIZES: [30, 60, 111, 162, 213, 264]
    STRIDES: [8, 16, 32, 64, 100, 300]
  SIZE_VARIANCE: 0.2
  THRESHOLD: 0.5
OUTPUT_DIR: outputs/vgg_ssd300_voc0712
SOLVER:
  BATCH_SIZE: 32
  GAMMA: 0.1
  LR: 0.001
  LR_STEPS: [80000, 100000]
  MAX_ITER: 120000
  MOMENTUM: 0.9
  WARMUP_FACTOR: 0.3333333333333333
  WARMUP_ITERS: 500
  WEIGHT_DECAY: 0.0005
TEST:
  BATCH_SIZE: 10
  CONFIDENCE_THRESHOLD: 0.01
  MAX_PER_CLASS: -1
  MAX_PER_IMAGE: 100
  NMS_THRESHOLD: 0.45
2020-10-05 21:11:16,067 SSD.trainer INFO: No checkpoint found.
2020-10-05 21:11:16,073 SSD.trainer INFO: Start training ...
2020-10-05 21:11:27,285 SSD.trainer INFO: iter: 000010, lr: 0.00035, total_loss: 16.498 (16.498), reg_loss: 3.481 (3.481), cls_loss: 13.016 (13.016), time: 1.116 (1.116), eta: 1 day, 13:11:58
2020-10-05 21:11:32,481 SSD.trainer INFO: iter: 000020, lr: 0.00036, total_loss: 11.585 (14.041), reg_loss: 2.942 (3.212), cls_loss: 8.643 (10.829), time: 0.520 (0.818), eta: 1 day, 3:15:25
2020-10-05 21:11:37,958 SSD.trainer INFO: iter: 000030, lr: 0.00037, total_loss: 10.336 (12.806), reg_loss: 2.721 (3.048), cls_loss: 7.615 (9.758), time: 0.548 (0.728), eta: 1 day, 0:15:16
2020-10-05 21:11:43,494 SSD.trainer INFO: iter: 000040, lr: 0.00039, total_loss: 9.672 (12.022), reg_loss: 2.583 (2.932), cls_loss: 7.088 (9.091), time: 0.554 (0.684), eta: 22:48:02
2020-10-05 21:11:48,711 SSD.trainer INFO: iter: 000050, lr: 0.00040, total_loss: 9.759 (11.570), reg_loss: 2.571 (2.860), cls_loss: 7.189 (8.710), time: 0.522 (0.652), eta: 21:42:56
2020-10-05 21:11:53,949 SSD.trainer INFO: iter: 000060, lr: 0.00041, total_loss: 8.993 (11.140), reg_loss: 2.605 (2.817), cls_loss: 6.388 (8.323), time: 0.524 (0.630), eta: 21:00:11
2020-10-05 21:11:59,499 SSD.trainer INFO: iter: 000070, lr: 0.00043, total_loss: 8.221 (10.723), reg_loss: 2.541 (2.778), cls_loss: 5.681 (7.946), time: 0.555 (0.620), eta: 20:38:33
2020-10-05 21:12:05,153 SSD.trainer INFO: iter: 000080, lr: 0.00044, total_loss: 7.282 (10.293), reg_loss: 2.436 (2.735), cls_loss: 4.846 (7.558), time: 0.565 (0.613), eta: 20:24:54
2020-10-05 21:12:10,766 SSD.trainer INFO: iter: 000090, lr: 0.00045, total_loss: 6.975 (9.924), reg_loss: 2.410 (2.699), cls_loss: 4.565 (7.226), time: 0.561 (0.607), eta: 20:13:21
2020-10-05 21:12:16,155 SSD.trainer INFO: iter: 000100, lr: 0.00047, total_loss: 6.620 (9.594), reg_loss: 2.426 (2.672), cls_loss: 4.194 (6.922), time: 0.539 (0.600), eta: 19:59:36
2020-10-05 21:12:21,523 SSD.trainer INFO: iter: 000110, lr: 0.00048, total_loss: 6.313 (9.296), reg_loss: 2.339 (2.641), cls_loss: 3.975 (6.654), time: 0.537 (0.595), eta: 19:47:59
2020-10-05 21:12:26,919 SSD.trainer INFO: iter: 000120, lr: 0.00049, total_loss: 6.040 (9.024), reg_loss: 2.217 (2.606), cls_loss: 3.823 (6.418), time: 0.540 (0.590), eta: 19:38:44
2020-10-05 21:12:32,393 SSD.trainer INFO: iter: 000130, lr: 0.00051, total_loss: 6.025 (8.794), reg_loss: 2.252 (2.579), cls_loss: 3.774 (6.215), time: 0.547 (0.587), eta: 19:32:05
2020-10-05 21:12:37,664 SSD.trainer INFO: iter: 000140, lr: 0.00052, total_loss: 5.931 (8.589), reg_loss: 2.210 (2.552), cls_loss: 3.722 (6.037), time: 0.527 (0.582), eta: 19:23:30
2020-10-05 21:12:43,079 SSD.trainer INFO: iter: 000150, lr: 0.00053, total_loss: 5.721 (8.398), reg_loss: 2.098 (2.522), cls_loss: 3.623 (5.876), time: 0.541 (0.580), eta: 19:17:57
2020-10-05 21:12:48,654 SSD.trainer INFO: iter: 000160, lr: 0.00055, total_loss: 5.746 (8.232), reg_loss: 2.128 (2.497), cls_loss: 3.618 (5.735), time: 0.557 (0.578), eta: 19:15:04
2020-10-05 21:12:53,949 SSD.trainer INFO: iter: 000170, lr: 0.00056, total_loss: 5.719 (8.085), reg_loss: 2.100 (2.474), cls_loss: 3.620 (5.610), time: 0.530 (0.575), eta: 19:09:15
2020-10-05 21:12:59,476 SSD.trainer INFO: iter: 000180, lr: 0.00057, total_loss: 5.660 (7.950), reg_loss: 2.104 (2.453), cls_loss: 3.556 (5.496), time: 0.553 (0.574), eta: 19:06:38
2020-10-05 21:13:04,775 SSD.trainer INFO: iter: 000190, lr: 0.00059, total_loss: 5.581 (7.825), reg_loss: 2.064 (2.433), cls_loss: 3.516 (5.392), time: 0.530 (0.572), eta: 19:01:53
2020-10-05 21:13:10,307 SSD.trainer INFO: iter: 000200, lr: 0.00060, total_loss: 5.328 (7.700), reg_loss: 1.971 (2.410), cls_loss: 3.357 (5.290), time: 0.553 (0.571), eta: 18:59:55
